HA001;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA002;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA003;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA004;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA005;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA006;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA007;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA008;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA009;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA010;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA011;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA012;2014-09-04;8:30 – 12:00 h;Sala Camerino – 1º andar
HA013;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA014;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA015;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA016;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA017;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA018;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA019;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA020;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA021;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA022;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA023;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
HA024;2014-09-04;14:00 – 17:30 h;Sala Camerino – 1º andar
;;;
SIGLA;DIA;HORA;LOCAL
PNb243;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb244;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb245;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb246;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb247;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb248;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb249;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb250;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb251;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb252;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb253;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb254;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb255;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb256;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb257;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb258;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb259;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb260;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb261;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb262;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb263;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb264;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb265;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb266;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb267;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
PNb268;2014-09-03;8:30 – 12:00 h;Sala Montanara - 10º andar
;;;
;;;
;;;
SIGLA;DIA;HORA;LOCAL
PR0001;2014-09-03;8:30 – 12:00 h;Sala Novara – 10º andar
PR0002;2014-09-03;8:30 – 12:00 h;Sala Novara – 10º andar
PR0003;2014-09-03;8:30 – 12:00 h;Sala Novara – 10º andar
PR0004;2014-09-03;8:30 – 12:00 h;Sala Novara – 10º andar
PR0005;2014-09-03;8:30 – 12:00 h;Sala Novara – 10º andar
PR0006;2014-09-03;14:00 – 17:30 h;Sala Novara – 10º andar
PR0007;2014-09-03;14:00 – 17:30 h;Sala Novara – 10º andar
PR0008;2014-09-03;14:00 – 17:30 h;Sala Novara – 10º andar
PR0009;2014-09-03;14:00 – 17:30 h;Sala Novara – 10º andar
PR0010;2014-09-03;14:00 – 17:30 h;Sala Novara – 10º andar
PR0011;2014-09-04;8:30 – 12:00 h;Sala Novara – 10º andar
PR0012;2014-09-04;8:30 – 12:00 h;Sala Novara – 10º andar
PR0013;2014-09-04;8:30 – 12:00 h;Sala Novara – 10º andar
PR0014;2014-09-04;8:30 – 12:00 h;Sala Novara – 10º andar
;;;
;;;
SIGLA;DIA;HORA;LOCAL
PO0001;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0002;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0003;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0004;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0005;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0006;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0007;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0008;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0009;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0010;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0011;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0012;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0013;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PO0014;2014-09-03;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
;;;
;;;
SIGLA;DIA;HORA;LOCAL
PE0001;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0002;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0003;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0004;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0005;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0006;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0007;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0008;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0009;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0010;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0011;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0012;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0013;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0014;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0015;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0016;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0017;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0018;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0019;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0020;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0021;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
PE0022;2014-09-04;9:00 – 12:00 h / 13:30 - 17:30;Sala Camerino – 1 andar
;;;
;;;
SIGLA;DIA;HORA;LOCAL
FC0001;2014-09-03;8:30 – 12:30 h;Sala Verona– 10º andar
FC0002;2014-09-03;8:30 – 12:30 h;Sala Verona– 10º andar
FC0003;2014-09-03;8:30 – 12:30 h;Sala Verona– 10º andar
FC0004;2014-09-03;8:30 – 12:30 h;Sala Verona– 10º andar
FC0005;2014-09-03;8:30 – 12:30 h;Sala Verona– 10º andar
FC0006;2014-09-03;14:00 – 17:30 h;Sala Verona– 10º andar
FC0007;2014-09-03;14:00 – 17:30 h;Sala Verona– 10º andar
FC0008;2014-09-03;14:00 – 17:30 h;Sala Verona– 10º andar
FC0009;2014-09-03;14:00 – 17:30 h;Sala Verona– 10º andar
FC0010;2014-09-03;14:00 – 17:30 h;Sala Verona– 10º andar
FC0011;2014-09-04;8:30 – 12:00 h;Sala Verona– 10º andar
FC0012;2014-09-04;8:30 – 12:00 h;Sala Verona– 10º andar
FC0013;2014-09-04;8:30 – 12:00 h;Sala Verona– 10º andar
FC0014;2014-09-04;8:30 – 12:00 h;Sala Verona– 10º andar
FC0015;2014-09-04;8:30 – 12:00 h;Sala Verona– 10º andar
FC0016;2014-09-04;14:00 – 17:30 h;Sala Verona– 10º andar
FC0017;2014-09-04;14:00 – 17:30 h;Sala Verona– 10º andar
FC0018;2014-09-04;14:00 – 17:30 h;Sala Verona– 10º andar
FC0019;2014-09-04;14:00 – 17:30 h;Sala Verona– 10º andar
;;;
;;;
SIGLA;DIA;HORA;LOCAL
COL0001;2014-09-05;9:00 – 12:00 h;Sala Verona – 10º andar
COL0002;2014-09-05;9:00 – 12:00 h;Sala Verona – 10º andar
COL0003;2014-09-05;9:00 – 12:00 h;Sala Verona – 10º andar
COL0004;2014-09-05;9:00 – 12:00 h;Sala Verona – 10º andar
COL0005;2014-09-05;14:00 – 17:30 h;Sala Verona – 10º andar
COL0006;2014-09-05;14:00 – 17:30 h;Sala Verona – 10º andar
COL0007;2014-09-05;14:00 – 17:30 h;Sala Verona – 10º andar
COL0008;2014-09-05;14:00 – 17:30 h;Sala Verona – 10º andar
;;;
;;;
SIGLA;DIA;HORA;LOCAL
AO0001;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0002;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0003;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0004;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0005;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0006;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0007;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0008;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0009;2014-09-03;8:30 – 12:00 h;Sala Capri – 10º andar
AO0010;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0011;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0012;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0013;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0014;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0015;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0016;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0017;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0018;2014-09-03;13:30 – 17:00 h;Sala Capri – 10º andar
AO0019;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0020;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0021;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0022;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0023;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0024;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0025;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0026;2014-09-03;8:30 – 12:00 h;Sala Montanara A – 10º anda
AO0027;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0028;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0029;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0030;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0031;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0032;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0033;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0034;2014-09-03;13:30 – 17:00 h;Sala Montanara A – 10º andar
AO0035;2014-09-03;8:30 – 12:00 h;Sala Genova – 10º andar
AO0036;2014-09-03;8:30 – 12:00 h;Sala Genova – 10º andar
AO0037;2014-09-03;8:30 – 12:00 h;Sala Genova – 10º andar
AO0038;2014-09-03;8:30 – 12:00 h;Sala Genova – 10º andar
AO0039;2014-09-03;8:30 – 12:00 h;Sala Genova – 10º andar
AO0040;2014-09-03;8:30 – 12:00 h;Sala Genova – 10º andar
AO0041;2014-09-03;13:30 – 17:00 h;Sala Genova – 10º andar
AO0042;2014-09-03;13:30 – 17:00 h;Sala Genova – 10º andar
AO0043;2014-09-03;13:30 – 17:00 h;Sala Genova – 10º andar
AO0044;2014-09-03;13:30 – 17:00 h;Sala Genova – 10º andar
AO0045;2014-09-03;13:30 – 17:00 h;Sala Genova – 10º andar
AO0046;2014-09-03;13:30 – 17:00 h;Sala Genova – 10º andar
AO0047;2014-09-03;13:30 – 17:00 h;Sala Genova – 10º andar
AO0048;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0049;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0050;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0051;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0052;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0053;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0054;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0055;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0056;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0057;2014-09-03;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0058;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0059;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0060;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0061;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0062;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0063;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0064;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0065;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0066;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0067;2014-09-03;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0068;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0069;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0070;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0071;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0072;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0073;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0074;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0075;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0076;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0077;2014-09-04;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0078;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0079;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0080;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0081;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0082;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0083;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0084;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0085;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0086;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0087;2014-09-04;8:30 – 12:00 h;Sala Firenze – 1º andar
AO0088;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0089;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0090;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0091;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0092;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0093;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0094;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0095;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0096;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0097;2014-09-04;13:30 – 17:30 h;Sala Genova – 1º andar
AO0098;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0099;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0100;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0101;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0102;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0103;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0104;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0105;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0106;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0107;2014-09-04;8:30 – 12:00 h;Sala Genova – 10º andar
AO0108;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0109;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0110;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0111;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0112;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0113;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0114;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0115;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0116;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0117;2014-09-05;8:30 – 12:00 h;Sala Firenze – 10º andar
AO0118;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0119;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0120;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0121;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0122;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0123;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0124;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0125;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0126;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0127;2014-09-05;13:30 – 17:00 h;Sala Firenze – 10º andar
AO0128;2014-09-05;8:30 – 12:00 h;Sala Montanara A– 10º andar
AO0129;2014-09-05;8:30 – 12:00 h;Sala Montanara A– 10º andar
AO0130;2014-09-05;8:30 – 12:00 h;Sala Montanara A– 10º andar
AO0131;2014-09-05;8:30 – 12:00 h;Sala Montanara A– 10º andar
AO0132;2014-09-05;8:30 – 12:00 h;Sala Montanara A– 10º andar
AO0133;2014-09-05;8:30 – 12:00 h;Sala Montanara A– 10º andar
AO0134;2014-09-05;8:30 – 12:00 h;Sala Montanara A– 10º andar
AO0135;2014-09-05;13:30 – 17:00 h;Sala Montanara A– 10º andar
AO0136;2014-09-05;13:30 – 17:00 h;Sala Montanara A– 10º andar
AO0137;2014-09-05;13:30 – 17:00 h;Sala Montanara A– 10º andar
AO0138;2014-09-05;13:30 – 17:00 h;Sala Montanara A– 10º andar
AO0139;2014-09-05;13:30 – 17:00 h;Sala Montanara A– 10º andar
AO0140;2014-09-05;13:30 – 17:00 h;Sala Montanara A– 10º andar
AO0141;2014-09-05;13:30 – 17:00 h;Sala Montanara A– 10º andar
AO0142;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0143;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0144;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0145;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0146;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0147;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0148;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0149;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0150;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0151;2014-09-05;8:30 – 12:00 h;Sala Torino – 10º andar
AO0152;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0153;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0154;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0155;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0156;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0157;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0158;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0159;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0160;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
AO0161;2014-09-05;13:30 – 17:00 h;Sala Torino – 10º andar
;;;
;;;
SIGLA;DIA;HORA;LOCAL
PIa0001;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0002;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0003;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0004;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0005;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0006;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0007;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0008;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0009;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0010;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0011;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0012;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0013;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0014;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0015;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0016;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0017;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0018;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0019;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0020;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0021;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0022;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0023;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0024;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0025;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0026;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0027;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0028;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0029;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0030;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0031;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0032;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0033;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0034;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0035;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0036;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0037;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0038;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0039;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0040;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0041;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0042;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0043;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0044;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0045;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0046;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0047;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0048;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0049;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0050;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0051;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0052;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0053;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0054;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0055;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0056;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0057;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0058;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0059;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0060;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0061;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0062;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0063;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0064;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0065;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0066;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0067;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0068;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0069;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0070;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0071;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
PIa0072;2014-09-03;8:30 – 12:00 h;Salão Paesaggio
